target_accuracy,target_precision,target_recall,target_f1,source_accuracy,source_precision,source_recall,source_f1,trans_source_accuracy,trans_source_precision,trans_source_recall,trans_source_f1
0.987,0.9716981132075472,0.9975786924939467,0.9870239452000193,0.523,0.3793103448275862,0.4821917808219178,0.5313183704709408,0.407,0.1724137931034483,0.1643835616438356,0.4038470474515355
0.995,0.991869918699187,1.0,0.9949940750493746,0.026,0.020558002936857563,0.04361370716510903,0.02529871719486878,0.542,0.41022280471821754,0.9750778816199377,0.5248745387453875
0.959,0.9847328244274809,0.9398907103825137,0.9590752258787076,0.107,0.10291858678955453,0.17819148936170212,0.10036463782097148,0.596,0.22,0.02925531914893617,0.4832551974276834
0.985,0.9615384615384616,0.9900990099009901,0.9850610196354671,0.591,0.42694805194805197,0.8244514106583072,0.5989292460646229,0.619,0.3900709219858156,0.3448275862068966,0.612310288190162
0.768,0.7336244541484717,0.49557522123893805,0.7544458257927453,0.324,0.001,0.001,0.1585740181268882,0.09,0.125,0.057692307692307696,0.08602454753484502
0.999,1.0,0.9989561586638831,0.9990056212563354,0.861,0.8601609657947686,1.0,0.8022478948706837,0.873,0.8706720977596741,1.0,0.8279145779829077
0.941,1.0,0.8722943722943723,0.9405213414478878,0.87,0.7993827160493827,1.0,0.8671151038003215,0.683,0.8654545454545455,0.4594594594594595,0.6663407508324184
0.993,0.9756944444444444,1.0,0.9930259371020056,0.811,1.0,0.010471204188481676,0.7283426112039822,0.876,1.0,0.3507853403141361,0.8506148684128553
0.997,0.9967689822294022,0.9983818770226537,0.9969992466871718,0.972,0.9516407599309153,1.0,0.9718963279422235,0.972,0.9516407599309153,1.0,0.9718963279422235
0.916,1.0,0.7,0.910903195924039,0.368,0.42036553524804177,0.2819614711033275,0.36252287440223513,0.576,0.9454545454545454,0.2732049036777583,0.5271492845349477
0.952,0.9016018306636155,0.9874686716791979,0.95230740393627,0.428,0.4668911335578002,0.8109161793372319,0.32361073825503356,0.299,0.26262626262626265,0.20272904483430798,0.2914741312811391
1.0,1.0,1.0,1.0,0.566,1.0,0.0824524312896406,0.44535026041666664,0.923,0.9974874371859297,0.8393234672304439,0.9222424180792568
0.951,0.9836065573770492,0.9389671361502347,0.9513772168200605,0.807,0.9924528301886792,0.579295154185022,0.7958712236941107,0.773,0.8795986622073578,0.579295154185022,0.763744645049846
1.0,1.0,1.0,1.0,0.529,0.529,1.0,0.3660444735120995,0.471,0.001,0.001,0.30161930659415354
1.0,1.0,1.0,1.0,0.369,0.369,1.0,0.19892037983929875,0.011,0.017133956386292833,0.02981029810298103,0.00802967359050445
0.973,0.9611307420494699,0.9908925318761385,0.9729465075625142,0.002,0.0031746031746031746,0.005376344086021506,0.0014850299401197604,0.047,0.06706408345752608,0.12096774193548387,0.034724581751658816
1.0,1.0,1.0,1.0,0.698,0.6418918918918919,0.2761627906976744,0.6574715231502448,0.72,0.753968253968254,0.2761627906976744,0.6750115422055346
