target_mae,target_mse,target_rmse,source_mae,source_mse,source_rmse,trans_source_mae,trans_source_mse,trans_source_rmse
0.17329852280026614,0.16359389852280026,0.40446742578704686,0.353041666303554,0.3116358228358302,0.5582435157131967,0.1640000061521668,0.048530822198982665,0.2202971225390442
0.01981918477850445,0.009895920323906527,0.0994782404544156,0.09205750625805063,0.13584818654814398,0.3685758898085223,0.08521431023825664,0.1329326140157197,0.36459925125501796
0.6113103503374938,0.6830800766002224,0.8264865858561906,0.719646795838883,0.7693595942753555,0.8771314578074119,0.720691404099279,0.7792067893523997,0.8827269053067317
1.244726345676383,2.4312342139082985,1.5592415508535868,2.204054860484664,5.150950467218506,2.269570546869717,2.111695565559904,4.735656205244613,2.176156291548154
0.2790509190545049,0.16494153226156255,0.40612994504414784,0.6296921534599544,0.47848924434288354,0.6917291697932678,0.29773966233515503,0.18537784931082535,0.4305552802031643
0.7511681783147325,0.9153185586057979,0.9567228222457108,4.309348834856653,20.8321788853426,4.564228180683192,0.8649678938374131,1.1383134796441852,1.0669177473658338
1.1091381152549906,2.0472808972965115,1.4308322393965378,3.5568105235415706,18.410039137441377,4.290692151324932,1.1043056930476285,1.9502010703174748,1.396495997243628
0.40127536163536376,0.27662657990032924,0.5259530206209764,1.3555125082349408,2.7335554628722565,1.653346746109919,1.2577794440053185,2.6268323795287514,1.6207505605517314
0.48125704856481355,0.408994305239181,0.6395266259032387,1.4596195149710134,2.6817016146441253,1.637590185194124,0.8008036240352395,1.148519698483279,1.0716901130845984
1.0777115658621563,1.717764050719941,1.3106349799696104,1.1471180161942633,2.214301599095199,1.488052955742906,1.1438296590105315,2.1748391088283734,1.4747335721507033
0.564136077842546,0.4881734590317631,0.698694109773199,1.0782225270885981,2.0047871481298167,1.4159050632474681,0.9632134321939272,1.596938669237146,1.2637003874483643
0.5885035062251818,0.5474815627175758,0.7399199704816567,0.7757967329534473,1.1897847967131305,1.0907725687388414,0.78875047590748,1.2267893264090022,1.1076052213713161
1.10648453222847,1.9203703702254327,1.3857742854539596,3.026369661731806,12.566448636671746,3.5449187066379597,1.523146640795696,3.89918054769225,1.9746342820107854
1.395556344750352,3.1030086544655267,1.7615358794147584,9.497447426495603,128.91235248194212,11.353957569144871,1.837129019447256,4.240365571374816,2.0592147948610937
0.35834496066398946,0.4465046694544499,0.668210048902626,0.9362300249545835,1.422754803374353,1.1927928585359457,0.939317394338256,1.6241934061893113,1.274438467007847
0.975218117243193,1.4864377211748956,1.2191955221271507,9.160839758432292,120.3657714800537,10.97113355492739,2.2280413954827347,7.792338835902903,2.791476103408894
0.5611660028139673,0.4288109289217746,0.6548365665735035,3.577227646000369,24.671533654942227,4.967044760714587,0.5710344746728143,0.47942620682087944,0.69240609964159
1.306972714276805,2.6250871150321897,1.6202120586615165,1.4942906904718771,2.9883706051635417,1.7286904306912623,1.5169349184503917,2.9640999244901396,1.7216561574513476
1.0072007225285027,1.493701913465822,1.2221709837276542,1.4885709120847226,2.6281533801468995,1.6211580367585696,1.2263484985240094,1.6833114493443027,1.297424930138273
1.420633267398297,3.219018612804268,1.7941623708026728,5.624029471290089,35.53598702188072,5.96120684273585,2.9089999999829126,8.48195640452037,2.9123798523750932
1.0471862023922764,1.694376646079145,1.3016822369837981,13.10539566029177,177.74969861464598,13.332280323134748,1.6580220180781953,4.608501328437826,2.146742026522476
1.0079390922941667,1.4926914203571124,1.2217575129120803,1.1916733292178627,1.9622012323717963,1.4007859338142272,1.0445029708732598,1.5721676167615617,1.2538610835182507
0.7562722564262021,0.9650843933525812,0.9823870893657862,1.0959703355842096,1.3207733412361267,1.1492490336024332,0.7589725242174721,0.5954509610396895,0.7716546902855509
0.7260886845249735,0.8033064307910115,0.8962736361128846,1.2500697339519378,2.5986232827086617,1.6120245912233044,0.9580446739584437,1.6828919936686366,1.2972632707621983
0.9100583738326183,1.2586988257390357,1.1219174772411007,2.676316123854933,12.394611761741656,3.520598210779193,0.9189049723907572,1.3325593398342495,1.1543653407107515
