target_mae,target_mse,target_rmse,aug_target_mae,aug_target_mse,aug_target_rmse
38.675677441451825,1964.4388019068545,44.321990049036096,20.82235977656602,726.6959097594355,26.957297894251855
42.47069013231364,2230.0200771058676,47.22308839017062,24.708975741350713,1026.4711777378895,32.03858888493514
41.75321065814287,2345.615907748178,48.431559005964054,20.3805191933739,661.2247207007766,25.71429020410201
39.97991905101168,2026.8034041195374,45.02003336426504,23.443645240422907,866.3760984553384,29.43426741835676
41.630362487021266,2248.5117183193097,47.418474441079496,22.857331568826886,836.9772514611986,28.93055912804311
39.005290472034524,2073.2176312930105,45.53259965445648,19.70800224241761,651.6923817452557,25.528266328625918
40.527643931164945,2176.333541750223,46.651190142913,21.816975978884003,765.85330271453,27.674054685111287
41.37795323179628,2094.027009301294,45.760539871173876,24.56961284974177,921.0741460023675,30.349203383324042
42.0600306913464,2305.858297166526,48.01935336056209,22.194011144626046,850.7785433474387,29.168108326517142
41.444275836641125,2224.9354980646804,47.169221936180804,23.287749209388554,844.676295442507,29.063315286500043
40.487711148199715,2218.2194524209353,47.09797715848246,20.134205801692975,685.3657277662285,26.17949059409347
42.102434526285705,2326.460470549024,48.233395801550444,23.23091299973344,962.5869302745507,31.025585091574836
40.879769566432,2115.0762744103095,45.98995840844292,21.328952713239634,800.4339641031382,28.29194168138939
40.9572052869298,2115.6569952123104,45.99627153598768,23.487195894506886,929.5975105526651,30.48930157535041
40.12922174797563,2069.5646691231404,45.49246826808962,21.930547279824694,755.8867240471759,27.49339418928074
39.884537748626094,1971.404229763233,44.40049808012555,23.52263171401949,814.7278296513998,28.543437593453945
40.39994420899727,2183.3379113911797,46.72620155106961,20.756484985143942,679.0930786640291,26.05941439603026
40.089353643486234,2048.3818435132707,45.25905261396079,22.75546846650863,866.5513396071525,29.437244089879616
42.54751895141054,2379.330692923423,48.77838345951435,22.465467379398476,851.6752471809975,29.183475584326786
40.6407070021405,2277.580129366971,47.72399951143,20.461479620175446,687.4800626740919,26.219841011609738
41.21187054246217,2120.4375583361593,46.048209067629976,25.761024418632275,1092.7778046185972,33.057189908075934
41.708299206091596,2215.457786343777,47.068649718722305,22.473734875213495,839.7122275414789,28.97778852054585
40.163373664326286,2160.360131643083,46.4796743926104,20.636731639414485,694.5357269379535,26.354045741364903
39.662139536576426,2074.185680002434,45.543228695410185,22.063819804591112,785.0402247178292,28.01856928392007
40.86085108229139,2118.3799402834443,46.02586164629017,22.240298275634736,840.9613478549181,28.99933357604823
41.45971781359671,2200.913555612704,46.913895123009176,24.19707357857422,971.1425265696017,31.16315976549236
39.9406868538792,2129.7805669099826,46.149545684762515,21.401416098442134,759.61962412757,27.56119779921711
41.80342307135947,2356.054585478806,48.53920668365735,21.964739985084908,815.0203016509654,28.548560412934403
40.125158456299616,2114.1786909351476,45.980198900560964,20.676352342226295,722.3222373937894,26.876053233199798
42.38815337010832,2383.592164354129,48.82204588456048,21.400172407199566,789.8085772294138,28.103533180534683
40.65711750002886,2038.2997628774217,45.14753329781619,22.14692186409911,799.9416937105063,28.283240509363605
40.41805033829293,2136.4837715812573,46.22211344779961,20.817178969725443,729.3754500681273,27.006951884063614
40.141029796576355,2184.4376038276664,46.73796747642827,19.889125718953824,689.6294687050172,26.260797183349503
41.50760795503591,2274.8398671254845,47.695281392664874,22.616258870002742,833.5992272813955,28.87211851044872
41.61247789287995,2154.4033721143555,46.41555097286205,24.27544343836502,921.0586250187055,30.348947675639522
41.654514753317336,2158.8420012731144,46.4633404015802,24.17778364731459,945.8996651239966,30.755481871107087
41.126060484112735,2178.3024932214116,46.67228827924994,24.163276653602892,909.8483748391798,30.163692990732745
42.32731321062089,2284.0336226353916,47.791564345974194,23.929607563771892,916.9615481090585,30.281372956143493
40.05473711480956,2092.145406504053,45.73997602211935,20.53645434348053,667.6454061948624,25.838835232936923
40.15482476198616,2163.764074071309,46.51627751735202,20.55658691667027,686.6214085823078,26.20346176714649
41.839599893790506,2227.072010794896,47.19186381988845,22.935748792269795,903.0300710394413,30.05045874923445
41.54259501053107,2261.754648889944,47.55790837379146,22.870882790202938,839.2554402191457,28.969905768213085
41.29781756579681,2269.488624346135,47.639150121996664,20.755483044676566,738.3338578532748,27.1722994583321
41.92574503804949,2261.3022361587796,47.55315169532698,22.955686891553338,924.4162083372203,30.404213660892797
43.166090934548805,2321.4078471337257,48.18099051632008,25.865680839091997,1060.1537858668216,32.56000285422011
40.646340313561694,2120.4649688003888,46.048506694575764,22.24045258614381,808.2344666118108,28.429464761261524
41.09344085428202,2184.5572617396438,46.73924755213378,23.03158231042785,803.3166287258174,28.34284087253459
40.1159334454429,2221.8325291555257,47.136318578729984,20.026565057910886,654.2723690922154,25.578748387914047
41.46898451609894,2192.599075738476,46.82519701761517,23.413987321026877,809.2129581671406,28.4466686655422
41.905783663683486,2290.722664221643,47.86149458825584,24.021441669838392,934.9687947969625,30.577259438951728
40.65834702928327,2150.014273225702,46.36824638937407,22.368946420998512,867.8659429378366,29.459564540872574
40.66244648827076,2100.5213248947634,45.83144471751642,22.578141477050345,822.5060551320872,28.67936636559614
39.80210164273031,2002.2167889164143,44.74613713960586,24.51675207533937,918.1181021239979,30.300463727870536
42.22635972725836,2232.317668853484,47.24740912318351,24.05446123632784,918.4353741308696,30.305698707188217
41.6838554882226,2240.404168208344,47.33290787822299,23.332744755639304,872.7755791936889,29.542775414535598
42.736812790156634,2372.412416422055,48.70741644166784,24.151181550047944,940.6461911849672,30.669955839305786
41.43005321924616,2302.349096092006,47.98280000262601,21.14495075034995,734.2546172242996,27.09713300746593
38.681729971884046,1903.8974290668139,43.63367310995963,21.090799306767508,693.8318169553379,26.340687480689223
40.628309054589835,2200.2044488691768,46.90633697987061,22.362936201779576,775.638735251683,27.850291475165623
42.72386233445777,2242.31908624095,47.353131746917754,25.834843078637277,1054.0027745601337,32.46540889254491
41.94475004799144,2306.8600825442472,48.02978328645932,23.661848891818426,834.1415408647129,28.88150863207656
41.4797339959776,2193.111001228978,46.83066304494287,23.24156914437399,861.0244361722017,29.343217890548434
40.96042155659132,2154.5512787416937,46.417144232941496,22.246089432879167,817.6528866340517,28.594630381140647
41.8781577714863,2200.2325736249795,46.90663677588684,24.60957566522547,894.7076235719211,29.911663671081907
38.99937774895368,1990.382460017062,44.613702603763585,21.075372365767535,778.4122911483777,27.900041059976555
41.026768778594935,2167.3907690272563,46.555244269869924,22.45186039809453,903.4944185156336,30.058183885851015
40.081141733922244,1998.869662411723,44.70872020547807,23.469045586568797,862.6345127037438,29.370640318245425
40.515319424768094,2077.695981753773,45.5817505341093,24.04971827455365,907.3430646470308,30.122135791590722
